datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-03-27T00:00;10;100;0.0;0.0
2026-03-27T01:00;10;98;0.0;0.0
2026-03-27T02:00;10;100;0.0;0.0
2026-03-27T03:00;10;100;0.0;0.0
2026-03-27T04:00;10;100;0.0;0.0
2026-03-27T05:00;10;100;0.0;0.0
2026-03-27T06:00;30;71;0.2;0.0
2026-03-27T07:00;60;39;54.8;0.209
2026-03-27T08:00;100;0;200.5;1.139
2026-03-27T09:00;100;4;364.8;2.618
2026-03-27T10:00;100;5;510.0;4.183
2026-03-27T11:00;100;0;619.5;5.381
2026-03-27T12:00;100;8;678.5;5.832
2026-03-27T13:00;100;0;687.2;5.454
2026-03-27T14:00;100;0;643.5;4.346
2026-03-27T15:00;100;7;546.8;2.804
2026-03-27T16:00;100;0;399.0;1.266
2026-03-27T17:00;100;0;249.2;0.254
2026-03-27T18:00;100;4;88.8;0.0
2026-03-27T19:00;100;0;3.5;0.0
2026-03-27T20:00;100;0;0.0;0.0
2026-03-27T21:00;100;0;0.0;0.0
2026-03-27T22:00;100;0;0.0;0.0
2026-03-27T23:00;100;0;0.0;0.0
