datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-07-13T00:00;10;98;0.0;0.0
2025-07-13T01:00;30;68;0.0;0.0
2025-07-13T02:00;10;82;0.0;0.0
2025-07-13T03:00;10;100;0.0;0.0
2025-07-13T04:00;10;93;0.0;0.0
2025-07-13T05:00;10;100;0.0;0.0
2025-07-13T06:00;10;100;11.5;0.015
2025-07-13T07:00;10;100;48.8;0.162
2025-07-13T08:00;10;91;73.5;0.387
2025-07-13T09:00;10;98;249.2;1.746
2025-07-13T10:00;10;100;361.8;3.039
2025-07-13T11:00;10;100;274.5;2.568
2025-07-13T12:00;10;100;319.8;3.137
2025-07-13T13:00;30;66;486.8;4.735
2025-07-13T14:00;10;99;642.5;5.857
2025-07-13T15:00;30;79;382.8;3.069
2025-07-13T16:00;10;95;415.0;2.701
2025-07-13T17:00;10;91;444.0;2.082
2025-07-13T18:00;10;100;285.0;0.765
2025-07-13T19:00;30;50;187.5;0.119
2025-07-13T20:00;60;47;119.2;0.0
2025-07-13T21:00;60;29;34.8;0.0
2025-07-13T22:00;30;79;0.0;0.0
2025-07-13T23:00;60;31;0.0;0.0
