datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-03-29T00:00;10;100;0.0;0.0
2026-03-29T01:00;10;99;0.0;0.0
2026-03-29T02:00;10;100;0.0;0.0
2026-03-29T03:00;10;99;0.0;0.0
2026-03-29T04:00;10;98;0.0;0.0
2026-03-29T05:00;10;100;0.0;0.0
2026-03-29T06:00;10;99;0.0;0.0
2026-03-29T07:00;10;100;0.5;0.001
2026-03-29T08:00;10;100;33.8;0.132
2026-03-29T09:00;10;100;82.8;0.477
2026-03-29T10:00;10;100;120.0;0.871
2026-03-29T11:00;10;100;159.2;1.318
2026-03-29T12:00;10;100;193.8;1.697
2026-03-29T13:00;10;100;138.2;1.196
2026-03-29T14:00;10;100;194.0;1.551
2026-03-29T15:00;10;100;148.2;1.009
2026-03-29T16:00;10;100;117.8;0.61
2026-03-29T17:00;30;71;190.2;0.613
2026-03-29T18:00;10;100;211.2;0.226
2026-03-29T19:00;30;63;73.5;0.0
2026-03-29T20:00;30;79;3.8;0.0
2026-03-29T21:00;30;72;0.0;0.0
2026-03-29T22:00;30;73;0.0;0.0
2026-03-29T23:00;60;38;0.0;0.0
