datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-11-26T00:00;10;97;0.0;0.0
2025-11-26T01:00;10;97;0.0;0.0
2025-11-26T02:00;10;98;0.0;0.0
2025-11-26T03:00;10;100;0.0;0.0
2025-11-26T04:00;10;94;0.0;0.0
2025-11-26T05:00;10;99;0.0;0.0
2025-11-26T06:00;10;100;0.0;0.0
2025-11-26T07:00;10;96;0.0;0.0
2025-11-26T08:00;10;100;2.0;0.007
2025-11-26T09:00;10;100;27.5;0.136
2025-11-26T10:00;10;95;62.5;0.358
2025-11-26T11:00;10;99;77.0;0.464
2025-11-26T12:00;10;100;81.0;0.468
2025-11-26T13:00;10;100;72.0;0.36
2025-11-26T14:00;10;99;64.0;0.241
2025-11-26T15:00;10;99;40.2;0.086
2025-11-26T16:00;10;100;12.2;0.004
2025-11-26T17:00;10;100;0.0;0.0
2025-11-26T18:00;10;100;0.0;0.0
2025-11-26T19:00;10;100;0.0;0.0
2025-11-26T20:00;10;100;0.0;0.0
2025-11-26T21:00;10;100;0.0;0.0
2025-11-26T22:00;10;100;0.0;0.0
2025-11-26T23:00;10;100;0.0;0.0
