datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-05T00:00;100;0;0.0;0.0
2025-08-05T01:00;60;24;0.0;0.0
2025-08-05T02:00;60;40;0.0;0.0
2025-08-05T03:00;30;65;0.0;0.0
2025-08-05T04:00;10;86;0.0;0.0
2025-08-05T05:00;10;87;0.0;0.0
2025-08-05T06:00;10;84;2.2;0.002
2025-08-05T07:00;10;90;51.8;0.151
2025-08-05T08:00;10;84;136.2;0.673
2025-08-05T09:00;30;57;272.0;1.83
2025-08-05T10:00;30;66;461.5;3.768
2025-08-05T11:00;60;36;612.0;5.6
2025-08-05T12:00;30;68;728.2;7.004
2025-08-05T13:00;10;95;790.2;7.535
2025-08-05T14:00;10;100;582.8;5.191
2025-08-05T15:00;10;100;462.5;3.597
2025-08-05T16:00;10;100;236.0;1.468
2025-08-05T17:00;10;99;110.8;0.482
2025-08-05T18:00;10;100;68.8;0.157
2025-08-05T19:00;10;99;24.5;0.004
2025-08-05T20:00;10;100;26.0;0.0
2025-08-05T21:00;10;90;3.2;0.0
2025-08-05T22:00;100;11;0.0;0.0
2025-08-05T23:00;100;0;0.0;0.0
