datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-28T00:00;10;100;0.0;0.0
2025-08-28T01:00;100;15;0.0;0.0
2025-08-28T02:00;10;96;0.0;0.0
2025-08-28T03:00;10;100;0.0;0.0
2025-08-28T04:00;30;52;0.0;0.0
2025-08-28T05:00;100;6;0.0;0.0
2025-08-28T06:00;10;100;0.0;0.0
2025-08-28T07:00;30;50;21.0;0.052
2025-08-28T08:00;100;12;121.5;0.552
2025-08-28T09:00;10;100;275.8;1.755
2025-08-28T10:00;10;100;388.2;3.032
2025-08-28T11:00;10;100;516.8;4.54
2025-08-28T12:00;100;3;651.8;6.01
2025-08-28T13:00;100;0;715.5;6.504
2025-08-28T14:00;60;20;725.0;6.089
2025-08-28T15:00;60;40;650.2;4.678
2025-08-28T16:00;10;100;452.5;2.516
2025-08-28T17:00;10;99;283.0;1.021
2025-08-28T18:00;10;92;55.0;0.081
2025-08-28T19:00;10;100;59.0;0.0
2025-08-28T20:00;10;98;7.0;0.0
2025-08-28T21:00;10;100;0.0;0.0
2025-08-28T22:00;10;100;0.0;0.0
2025-08-28T23:00;10;100;0.0;0.0
