datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-12-12T00:00;10;100;0.0;0.0
2025-12-12T01:00;10;100;0.0;0.0
2025-12-12T02:00;30;69;0.0;0.0
2025-12-12T03:00;10;100;0.0;0.0
2025-12-12T04:00;100;6;0.0;0.0
2025-12-12T05:00;10;81;0.0;0.0
2025-12-12T06:00;60;27;0.0;0.0
2025-12-12T07:00;30;56;0.0;0.0
2025-12-12T08:00;10;100;0.0;0.0
2025-12-12T09:00;10;100;21.0;0.095
2025-12-12T10:00;10;100;58.2;0.313
2025-12-12T11:00;10;100;91.8;0.525
2025-12-12T12:00;10;95;143.8;0.796
2025-12-12T13:00;10;92;183.5;0.886
2025-12-12T14:00;10;87;128.2;0.469
2025-12-12T15:00;10;90;75.2;0.158
2025-12-12T16:00;30;75;17.5;0.005
2025-12-12T17:00;100;16;0.0;0.0
2025-12-12T18:00;30;75;0.0;0.0
2025-12-12T19:00;10;100;0.0;0.0
2025-12-12T20:00;10;100;0.0;0.0
2025-12-12T21:00;10;100;0.0;0.0
2025-12-12T22:00;10;100;0.0;0.0
2025-12-12T23:00;10;100;0.0;0.0
