datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-21T00:00;10;100;0.0;0.0
2025-08-21T01:00;60;31;0.0;0.0
2025-08-21T02:00;100;5;0.0;0.0
2025-08-21T03:00;100;0;0.0;0.0
2025-08-21T04:00;100;16;0.0;0.0
2025-08-21T05:00;10;100;0.0;0.0
2025-08-21T06:00;10;100;0.0;0.0
2025-08-21T07:00;10;100;28.2;0.074
2025-08-21T08:00;10;100;106.0;0.495
2025-08-21T09:00;10;100;230.2;1.493
2025-08-21T10:00;10;100;381.0;3.023
2025-08-21T11:00;10;100;400.2;3.569
2025-08-21T12:00;10;100;456.5;4.277
2025-08-21T13:00;10;100;540.0;4.998
2025-08-21T14:00;10;99;575.0;4.938
2025-08-21T15:00;10;97;450.8;3.34
2025-08-21T16:00;10;100;283.5;1.644
2025-08-21T17:00;10;100;199.2;0.771
2025-08-21T18:00;10;100;102.5;0.18
2025-08-21T19:00;10;100;59.0;0.0
2025-08-21T20:00;10;94;26.8;0.0
2025-08-21T21:00;10;100;0.2;0.0
2025-08-21T22:00;10;100;0.0;0.0
2025-08-21T23:00;30;67;0.0;0.0
