datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-10-09T00:00;10;100;0.0;0.0
2025-10-09T01:00;10;100;0.0;0.0
2025-10-09T02:00;10;100;0.0;0.0
2025-10-09T03:00;10;100;0.0;0.0
2025-10-09T04:00;10;100;0.0;0.0
2025-10-09T05:00;10;99;0.0;0.0
2025-10-09T06:00;10;100;0.0;0.0
2025-10-09T07:00;10;100;0.0;0.0
2025-10-09T08:00;10;100;1.2;0.004
2025-10-09T09:00;10;100;27.0;0.144
2025-10-09T10:00;10;100;66.0;0.44
2025-10-09T11:00;10;100;94.5;0.711
2025-10-09T12:00;10;99;273.8;2.145
2025-10-09T13:00;10;100;151.8;1.149
2025-10-09T14:00;10;98;96.8;0.653
2025-10-09T15:00;10;100;136.2;0.739
2025-10-09T16:00;10;87;108.5;0.4
2025-10-09T17:00;10;96;131.8;0.22
2025-10-09T18:00;10;97;31.0;0.0
2025-10-09T19:00;30;74;1.5;0.0
2025-10-09T20:00;60;39;0.0;0.0
2025-10-09T21:00;30;77;0.0;0.0
2025-10-09T22:00;100;7;0.0;0.0
2025-10-09T23:00;60;41;0.0;0.0
