datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-09-19T00:00;100;0;0.0;0.0
2025-09-19T01:00;100;8;0.0;0.0
2025-09-19T02:00;100;0;0.0;0.0
2025-09-19T03:00;100;0;0.0;0.0
2025-09-19T04:00;100;0;0.0;0.0
2025-09-19T05:00;100;0;0.0;0.0
2025-09-19T06:00;100;0;0.0;0.0
2025-09-19T07:00;100;0;1.5;0.003
2025-09-19T08:00;100;0;63.5;0.26
2025-09-19T09:00;100;0;193.0;1.137
2025-09-19T10:00;100;0;339.2;2.476
2025-09-19T11:00;100;0;468.2;3.85
2025-09-19T12:00;60;26;563.8;4.845
2025-09-19T13:00;100;0;613.8;5.149
2025-09-19T14:00;100;9;613.5;4.674
2025-09-19T15:00;60;45;557.2;3.532
2025-09-19T16:00;60;46;456.0;2.114
2025-09-19T17:00;60;38;327.0;0.859
2025-09-19T18:00;100;0;182.0;0.082
2025-09-19T19:00;100;0;49.5;0.0
2025-09-19T20:00;100;0;0.2;0.0
2025-09-19T21:00;100;0;0.0;0.0
2025-09-19T22:00;100;0;0.0;0.0
2025-09-19T23:00;100;0;0.0;0.0
