datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-30T00:00;10;100;0.0;0.0
2025-08-30T01:00;10;100;0.0;0.0
2025-08-30T02:00;10;100;0.0;0.0
2025-08-30T03:00;10;100;0.0;0.0
2025-08-30T04:00;10;100;0.0;0.0
2025-08-30T05:00;10;90;0.0;0.0
2025-08-30T06:00;10;95;0.0;0.0
2025-08-30T07:00;10;96;14.0;0.034
2025-08-30T08:00;10;100;57.2;0.258
2025-08-30T09:00;10;100;128.2;0.811
2025-08-30T10:00;10;100;348.0;2.704
2025-08-30T11:00;100;9;536.2;4.688
2025-08-30T12:00;10;100;557.2;5.112
2025-08-30T13:00;10;100;686.5;6.204
2025-08-30T14:00;10;100;615.5;5.133
2025-08-30T15:00;10;100;422.8;3.014
2025-08-30T16:00;10;100;390.0;2.14
2025-08-30T17:00;10;100;269.8;0.952
2025-08-30T18:00;10;100;190.0;0.263
2025-08-30T19:00;10;100;73.2;0.0
2025-08-30T20:00;10;100;13.0;0.0
2025-08-30T21:00;10;100;0.0;0.0
2025-08-30T22:00;10;99;0.0;0.0
2025-08-30T23:00;30;67;0.0;0.0
