datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-07-18T00:00;10;100;0.0;0.0
2026-07-18T01:00;30;73;0.0;0.0
2026-07-18T02:00;10;87;0.0;0.0
2026-07-18T03:00;10;100;0.0;0.0
2026-07-18T04:00;10;100;0.0;0.0
2026-07-18T05:00;10;100;0.0;0.0
2026-07-18T06:00;10;100;12.0;0.014
2026-07-18T07:00;10;100;76.0;0.246
2026-07-18T08:00;10;97;184.0;0.958
2026-07-18T09:00;10;93;313.0;2.177
2026-07-18T10:00;10;98;356.0;2.976
2026-07-18T11:00;30;79;486.0;4.531
2026-07-18T12:00;30;79;550.0;5.38
2026-07-18T13:00;10;100;525.0;5.094
2026-07-18T14:00;10;100;590.0;5.365
2026-07-18T15:00;100;0;491.0;3.925
2026-07-18T16:00;60;37;484.0;3.135
2026-07-18T17:00;100;17;494.0;2.298
2026-07-18T18:00;10;80;357.0;0.941
2026-07-18T19:00;30;69;269.0;0.154
2026-07-18T20:00;100;0;138.0;0.0
2026-07-18T21:00;100;4;31.0;0.0
2026-07-18T22:00;10;81;0.0;0.0
2026-07-18T23:00;30;70;0.0;0.0
