datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-10-24T00:00;10;100;0.0;0.0
2025-10-24T01:00;10;100;0.0;0.0
2025-10-24T02:00;10;100;0.0;0.0
2025-10-24T03:00;10;100;0.0;0.0
2025-10-24T04:00;10;100;0.0;0.0
2025-10-24T05:00;10;100;0.0;0.0
2025-10-24T06:00;10;100;0.0;0.0
2025-10-24T07:00;10;98;0.0;0.0
2025-10-24T08:00;30;50;3.2;0.01
2025-10-24T09:00;100;5;73.8;0.355
2025-10-24T10:00;30;68;188.2;1.151
2025-10-24T11:00;10;100;184.2;1.277
2025-10-24T12:00;10;91;120.0;0.865
2025-10-24T13:00;10;100;123.8;0.856
2025-10-24T14:00;10;100;104.5;0.635
2025-10-24T15:00;10;100;138.5;0.658
2025-10-24T16:00;10;97;128.0;0.388
2025-10-24T17:00;30;71;112.2;0.117
2025-10-24T18:00;10;100;24.2;0.0
2025-10-24T19:00;30;73;0.0;0.0
2025-10-24T20:00;100;0;0.0;0.0
2025-10-24T21:00;100;0;0.0;0.0
2025-10-24T22:00;10;83;0.0;0.0
2025-10-24T23:00;60;36;0.0;0.0
