datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-05-09T00:00;30;52;0.0;0.0
2026-05-09T01:00;100;14;0.0;0.0
2026-05-09T02:00;10;83;0.0;0.0
2026-05-09T03:00;10;93;0.0;0.0
2026-05-09T04:00;10;91;0.0;0.0
2026-05-09T05:00;10;92;0.0;0.0
2026-05-09T06:00;10;93;5.0;0.006
2026-05-09T07:00;10;100;59.0;0.194
2026-05-09T08:00;10;80;127.0;0.67
2026-05-09T09:00;60;31;395.0;2.77
2026-05-09T10:00;30;65;536.0;4.492
2026-05-09T11:00;10;100;543.0;5.043
2026-05-09T12:00;10;100;496.0;4.795
2026-05-09T13:00;10;100;294.0;2.793
2026-05-09T14:00;10;97;487.0;4.281
2026-05-09T15:00;30;74;500.0;3.796
2026-05-09T16:00;30;72;454.0;2.717
2026-05-09T17:00;30;51;315.0;1.285
2026-05-09T18:00;30;69;339.0;0.68
2026-05-09T19:00;30;51;189.0;0.0
2026-05-09T20:00;100;0;74.0;0.0
2026-05-09T21:00;100;0;5.0;0.0
2026-05-09T22:00;100;0;0.0;0.0
2026-05-09T23:00;100;0;0.0;0.0
