datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-09-18T00:00;60;47;0.0;0.0
2025-09-18T01:00;10;93;0.0;0.0
2025-09-18T02:00;10;100;0.0;0.0
2025-09-18T03:00;10;100;0.0;0.0
2025-09-18T04:00;10;100;0.0;0.0
2025-09-18T05:00;10;100;0.0;0.0
2025-09-18T06:00;10;98;0.0;0.0
2025-09-18T07:00;10;100;0.2;0.0
2025-09-18T08:00;10;100;10.8;0.044
2025-09-18T09:00;10;99;35.0;0.207
2025-09-18T10:00;10;95;86.5;0.634
2025-09-18T11:00;10;87;76.5;0.631
2025-09-18T12:00;30;79;317.0;2.735
2025-09-18T13:00;60;39;469.2;3.953
2025-09-18T14:00;100;3;588.5;4.508
2025-09-18T15:00;100;2;564.2;3.601
2025-09-18T16:00;100;11;473.0;2.215
2025-09-18T17:00;100;0;342.8;0.917
2025-09-18T18:00;100;0;192.8;0.096
2025-09-18T19:00;100;0;54.8;0.0
2025-09-18T20:00;100;0;0.2;0.0
2025-09-18T21:00;100;0;0.0;0.0
2025-09-18T22:00;100;0;0.0;0.0
2025-09-18T23:00;100;0;0.0;0.0
