datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-01-28T00:00;10;92;0.0;0.0
2026-01-28T01:00;10;99;0.0;0.0
2026-01-28T02:00;10;90;0.0;0.0
2026-01-28T03:00;10;100;0.0;0.0
2026-01-28T04:00;10;100;0.0;0.0
2026-01-28T05:00;10;100;0.0;0.0
2026-01-28T06:00;10;100;0.0;0.0
2026-01-28T07:00;10;99;0.0;0.0
2026-01-28T08:00;10;98;1.0;0.003
2026-01-28T09:00;10;100;28.2;0.135
2026-01-28T10:00;10;100;62.8;0.366
2026-01-28T11:00;10;100;124.8;0.793
2026-01-28T12:00;10;100;132.2;0.838
2026-01-28T13:00;10;100;112.5;0.65
2026-01-28T14:00;10;100;87.8;0.414
2026-01-28T15:00;10;100;47.0;0.151
2026-01-28T16:00;10;100;26.2;0.037
2026-01-28T17:00;10;100;4.5;0.0
2026-01-28T18:00;10;100;0.0;0.0
2026-01-28T19:00;10;100;0.0;0.0
2026-01-28T20:00;10;99;0.0;0.0
2026-01-28T21:00;10;96;0.0;0.0
2026-01-28T22:00;10;100;0.0;0.0
2026-01-28T23:00;10;100;0.0;0.0
