datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-04-15T00:00;10;100;0.0;0.0
2026-04-15T01:00;10;100;0.0;0.0
2026-04-15T02:00;10;98;0.0;0.0
2026-04-15T03:00;10;100;0.0;0.0
2026-04-15T04:00;10;96;0.0;0.0
2026-04-15T05:00;10;94;0.0;0.0
2026-04-15T06:00;10;91;0.0;0.0
2026-04-15T07:00;10;97;11.8;0.03
2026-04-15T08:00;10;95;57.2;0.263
2026-04-15T09:00;10;98;132.2;0.848
2026-04-15T10:00;10;98;235.8;1.851
2026-04-15T11:00;10;100;259.2;2.285
2026-04-15T12:00;10;100;294.5;2.722
2026-04-15T13:00;10;100;464.0;4.224
2026-04-15T14:00;30;77;495.0;4.16
2026-04-15T15:00;30;72;615.5;4.429
2026-04-15T16:00;10;94;480.0;2.668
2026-04-15T17:00;10;100;200.8;0.724
2026-04-15T18:00;10;100;124.0;0.182
2026-04-15T19:00;10;100;75.8;0.0
2026-04-15T20:00;30;58;14.0;0.0
2026-04-15T21:00;30;70;0.0;0.0
2026-04-15T22:00;10;89;0.0;0.0
2026-04-15T23:00;10;100;0.0;0.0
