datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-09-04T00:00;100;1;0.0;0.0
2025-09-04T01:00;30;61;0.0;0.0
2025-09-04T02:00;60;46;0.0;0.0
2025-09-04T03:00;30;75;0.0;0.0
2025-09-04T04:00;100;11;0.0;0.0
2025-09-04T05:00;100;2;0.0;0.0
2025-09-04T06:00;100;0;0.0;0.0
2025-09-04T07:00;100;0;12.0;0.028
2025-09-04T08:00;100;0;108.2;0.477
2025-09-04T09:00;100;0;254.2;1.583
2025-09-04T10:00;100;0;406.0;3.113
2025-09-04T11:00;100;0;540.0;4.66
2025-09-04T12:00;100;0;639.0;5.782
2025-09-04T13:00;100;0;694.8;6.18
2025-09-04T14:00;60;43;696.2;5.694
2025-09-04T15:00;60;30;646.8;4.495
2025-09-04T16:00;100;3;552.0;2.921
2025-09-04T17:00;10;100;417.2;1.384
2025-09-04T18:00;10;100;240.8;0.28
2025-09-04T19:00;100;0;112.2;0.0
2025-09-04T20:00;100;0;14.2;0.0
2025-09-04T21:00;100;0;0.0;0.0
2025-09-04T22:00;100;0;0.0;0.0
2025-09-04T23:00;100;7;0.0;0.0
