datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-05-22T00:00;100;0;0.0;0.0
2026-05-22T01:00;100;0;0.0;0.0
2026-05-22T02:00;100;10;0.0;0.0
2026-05-22T03:00;30;66;0.0;0.0
2026-05-22T04:00;100;0;0.0;0.0
2026-05-22T05:00;100;0;0.0;0.0
2026-05-22T06:00;100;16;19.0;0.028
2026-05-22T07:00;60;48;113.0;0.397
2026-05-22T08:00;30;62;251.0;1.372
2026-05-22T09:00;10;91;416.0;2.985
2026-05-22T10:00;10;100;553.0;4.711
2026-05-22T11:00;10;100;674.0;6.343
2026-05-22T12:00;10;100;744.0;7.281
2026-05-22T13:00;30;63;791.0;7.611
2026-05-22T14:00;100;11;839.0;7.491
2026-05-22T15:00;10;90;771.0;5.977
2026-05-22T16:00;30;74;650.0;4.014
2026-05-22T17:00;10;100;485.0;2.088
2026-05-22T18:00;10;100;342.0;0.776
2026-05-22T19:00;10;100;235.0;0.048
2026-05-22T20:00;100;6;97.0;0.0
2026-05-22T21:00;100;0;15.0;0.0
2026-05-22T22:00;100;0;0.0;0.0
2026-05-22T23:00;100;5;0.0;0.0
