datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-10-15T00:00;10;100;0.0;0.0
2025-10-15T01:00;10;97;0.0;0.0
2025-10-15T02:00;10;100;0.0;0.0
2025-10-15T03:00;10;91;0.0;0.0
2025-10-15T04:00;10;100;0.0;0.0
2025-10-15T05:00;10;99;0.0;0.0
2025-10-15T06:00;10;100;0.0;0.0
2025-10-15T07:00;10;98;0.0;0.0
2025-10-15T08:00;10;95;6.5;0.022
2025-10-15T09:00;10;100;49.5;0.253
2025-10-15T10:00;10;97;104.2;0.672
2025-10-15T11:00;10;85;122.0;0.89
2025-10-15T12:00;10;84;350.2;2.657
2025-10-15T13:00;30;67;422.8;3.089
2025-10-15T14:00;10;88;427.8;2.77
2025-10-15T15:00;10;100;287.0;1.477
2025-10-15T16:00;10;100;77.0;0.263
2025-10-15T17:00;30;57;99.8;0.14
2025-10-15T18:00;10;100;51.0;0.0
2025-10-15T19:00;10;100;0.2;0.0
2025-10-15T20:00;10;82;0.0;0.0
2025-10-15T21:00;10;92;0.0;0.0
2025-10-15T22:00;10;95;0.0;0.0
2025-10-15T23:00;30;50;0.0;0.0
