datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-07-14T00:00;60;28;0.0;0.0
2025-07-14T01:00;30;71;0.0;0.0
2025-07-14T02:00;100;10;0.0;0.0
2025-07-14T03:00;30;65;0.0;0.0
2025-07-14T04:00;60;46;0.0;0.0
2025-07-14T05:00;60;46;0.0;0.0
2025-07-14T06:00;60;40;17.5;0.022
2025-07-14T07:00;100;0;111.2;0.367
2025-07-14T08:00;100;0;255.8;1.345
2025-07-14T09:00;60;37;415.0;2.904
2025-07-14T10:00;60;45;551.0;4.624
2025-07-14T11:00;10;100;602.5;5.633
2025-07-14T12:00;10;100;685.0;6.715
2025-07-14T13:00;10;100;562.2;5.466
2025-07-14T14:00;10;100;498.8;4.545
2025-07-14T15:00;10;100;601.2;4.818
2025-07-14T16:00;10;89;678.0;4.409
2025-07-14T17:00;10;99;317.0;1.484
2025-07-14T18:00;10;100;222.0;0.594
2025-07-14T19:00;10;100;121.5;0.076
2025-07-14T20:00;10;100;52.0;0.0
2025-07-14T21:00;10;96;18.0;0.0
2025-07-14T22:00;10;84;0.0;0.0
2025-07-14T23:00;10;100;0.0;0.0
