datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-17T00:00;100;3;0.0;0.0
2025-08-17T01:00;100;0;0.0;0.0
2025-08-17T02:00;100;5;0.0;0.0
2025-08-17T03:00;60;31;0.0;0.0
2025-08-17T04:00;60;42;0.0;0.0
2025-08-17T05:00;30;52;0.0;0.0
2025-08-17T06:00;60;46;0.0;0.0
2025-08-17T07:00;60;45;40.5;0.109
2025-08-17T08:00;60;47;153.2;0.727
2025-08-17T09:00;30;53;271.0;1.775
2025-08-17T10:00;30;67;409.8;3.278
2025-08-17T11:00;30;75;491.8;4.419
2025-08-17T12:00;30;53;640.8;6.05
2025-08-17T13:00;30;55;619.8;5.788
2025-08-17T14:00;60;48;671.8;5.833
2025-08-17T15:00;60;22;702.5;5.281
2025-08-17T16:00;100;0;653.5;3.87
2025-08-17T17:00;100;0;530.8;2.127
2025-08-17T18:00;100;0;377.2;0.718
2025-08-17T19:00;100;0;214.5;0.0
2025-08-17T20:00;100;0;67.8;0.0
2025-08-17T21:00;100;0;1.8;0.0
2025-08-17T22:00;100;0;0.0;0.0
2025-08-17T23:00;100;0;0.0;0.0
