datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-18T00:00;100;0;0.0;0.0
2025-08-18T01:00;100;0;0.0;0.0
2025-08-18T02:00;100;5;0.0;0.0
2025-08-18T03:00;100;0;0.0;0.0
2025-08-18T04:00;100;0;0.0;0.0
2025-08-18T05:00;100;0;0.0;0.0
2025-08-18T06:00;100;0;0.0;0.0
2025-08-18T07:00;100;1;40.8;0.109
2025-08-18T08:00;100;0;167.2;0.79
2025-08-18T09:00;100;0;330.2;2.158
2025-08-18T10:00;100;0;491.2;3.921
2025-08-18T11:00;30;56;628.8;5.639
2025-08-18T12:00;100;0;731.5;6.894
2025-08-18T13:00;100;15;789.0;7.353
2025-08-18T14:00;60;20;764.5;6.62
2025-08-18T15:00;30;60;744.5;5.577
2025-08-18T16:00;10;100;597.0;3.518
2025-08-18T17:00;100;0;422.0;1.677
2025-08-18T18:00;100;0;372.5;0.695
2025-08-18T19:00;100;0;208.2;0.0
2025-08-18T20:00;100;0;64.0;0.0
2025-08-18T21:00;100;0;1.2;0.0
2025-08-18T22:00;100;0;0.0;0.0
2025-08-18T23:00;100;0;0.0;0.0
