datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-04-26T00:00;100;0;0.0;0.0
2026-04-26T01:00;100;0;0.0;0.0
2026-04-26T02:00;100;0;0.0;0.0
2026-04-26T03:00;100;0;0.0;0.0
2026-04-26T04:00;10;86;0.0;0.0
2026-04-26T05:00;30;71;0.0;0.0
2026-04-26T06:00;10;99;0.0;0.0
2026-04-26T07:00;30;50;40.0;0.117
2026-04-26T08:00;60;47;181.0;0.898
2026-04-26T09:00;30;79;310.0;2.088
2026-04-26T10:00;30;76;453.0;3.688
2026-04-26T11:00;30;67;529.0;4.8
2026-04-26T12:00;30;59;653.0;6.187
2026-04-26T13:00;60;44;776.0;7.229
2026-04-26T14:00;60;42;798.0;6.868
2026-04-26T15:00;100;2;772.0;5.71
2026-04-26T16:00;10;100;645.0;3.72
2026-04-26T17:00;30;51;436.0;1.67
2026-04-26T18:00;10;100;350.0;0.603
2026-04-26T19:00;10;100;187.0;0.0
2026-04-26T20:00;10;100;44.0;0.0
2026-04-26T21:00;10;96;0.0;0.0
2026-04-26T22:00;10;100;0.0;0.0
2026-04-26T23:00;10;95;0.0;0.0
