datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-04-06T00:00;10;88;0.0;0.0
2026-04-06T01:00;10;100;0.0;0.0
2026-04-06T02:00;10;89;0.0;0.0
2026-04-06T03:00;10;100;0.0;0.0
2026-04-06T04:00;10;100;0.0;0.0
2026-04-06T05:00;10;84;0.0;0.0
2026-04-06T06:00;10;100;0.0;0.0
2026-04-06T07:00;10;100;6.8;0.015
2026-04-06T08:00;10;100;91.8;0.39
2026-04-06T09:00;10;100;243.2;1.481
2026-04-06T10:00;10;100;412.2;3.115
2026-04-06T11:00;10;90;566.0;4.84
2026-04-06T12:00;10;95;642.8;5.788
2026-04-06T13:00;10;99;668.2;5.937
2026-04-06T14:00;10;80;734.2;6.022
2026-04-06T15:00;10;96;686.2;4.805
2026-04-06T16:00;100;0;587.0;3.15
2026-04-06T17:00;30;62;441.8;1.506
2026-04-06T18:00;100;0;286.5;0.361
2026-04-06T19:00;100;11;126.0;0.0
2026-04-06T20:00;100;0;13.5;0.0
2026-04-06T21:00;100;18;0.0;0.0
2026-04-06T22:00;60;26;0.0;0.0
2026-04-06T23:00;100;0;0.0;0.0
