datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-11-04T00:00;30;74;0.0;0.0
2025-11-04T01:00;30;64;0.0;0.0
2025-11-04T02:00;30;71;0.0;0.0
2025-11-04T03:00;10;100;0.0;0.0
2025-11-04T04:00;30;68;0.0;0.0
2025-11-04T05:00;10;100;0.0;0.0
2025-11-04T06:00;60;39;0.0;0.0
2025-11-04T07:00;60;43;0.0;0.0
2025-11-04T08:00;30;61;37.2;0.164
2025-11-04T09:00;10;82;127.8;0.728
2025-11-04T10:00;30;59;240.5;1.562
2025-11-04T11:00;60;28;314.5;2.126
2025-11-04T12:00;10;100;299.5;1.936
2025-11-04T13:00;10;100;265.2;1.495
2025-11-04T14:00;10;100;255.5;1.106
2025-11-04T15:00;10;100;157.5;0.415
2025-11-04T16:00;10;100;74.5;0.05
2025-11-04T17:00;10;89;7.5;0.0
2025-11-04T18:00;10;95;0.0;0.0
2025-11-04T19:00;60;38;0.0;0.0
2025-11-04T20:00;60;23;0.0;0.0
2025-11-04T21:00;10;100;0.0;0.0
2025-11-04T22:00;60;29;0.0;0.0
2025-11-04T23:00;60;47;0.0;0.0
