datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-05-19T00:00;60;28;0.0;0.0
2026-05-19T01:00;10;94;0.0;0.0
2026-05-19T02:00;60;26;0.0;0.0
2026-05-19T03:00;10;85;0.0;0.0
2026-05-19T04:00;10;99;0.0;0.0
2026-05-19T05:00;30;58;0.0;0.0
2026-05-19T06:00;10;100;15.0;0.021
2026-05-19T07:00;10;96;86.0;0.299
2026-05-19T08:00;30;53;161.0;0.875
2026-05-19T09:00;60;32;415.0;2.966
2026-05-19T10:00;60;43;577.0;4.902
2026-05-19T11:00;30;71;702.0;6.591
2026-05-19T12:00;10;86;749.0;7.314
2026-05-19T13:00;10;81;671.0;6.44
2026-05-19T14:00;30;64;722.0;6.426
2026-05-19T15:00;10;91;672.0;5.187
2026-05-19T16:00;10;88;579.0;3.552
2026-05-19T17:00;30;60;538.0;2.289
2026-05-19T18:00;30;68;306.0;0.676
2026-05-19T19:00;30;76;184.0;0.026
2026-05-19T20:00;30;75;76.0;0.0
2026-05-19T21:00;60;34;12.0;0.0
2026-05-19T22:00;10;85;0.0;0.0
2026-05-19T23:00;10;94;0.0;0.0
