datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-10-28T00:00;30;58;0.0;0.0
2025-10-28T01:00;10;93;0.0;0.0
2025-10-28T02:00;30;52;0.0;0.0
2025-10-28T03:00;10;100;0.0;0.0
2025-10-28T04:00;10;86;0.0;0.0
2025-10-28T05:00;30;73;0.0;0.0
2025-10-28T06:00;10;100;0.0;0.0
2025-10-28T07:00;10;83;1.0;0.003
2025-10-28T08:00;10;100;46.2;0.216
2025-10-28T09:00;10;88;122.0;0.728
2025-10-28T10:00;10;100;171.5;1.162
2025-10-28T11:00;10;99;228.2;1.607
2025-10-28T12:00;10;100;119.2;0.804
2025-10-28T13:00;10;100;73.8;0.436
2025-10-28T14:00;10;100;38.0;0.174
2025-10-28T15:00;10;100;29.2;0.084
2025-10-28T16:00;10;100;32.0;0.029
2025-10-28T17:00;10;100;8.8;0.0
2025-10-28T18:00;10;100;0.0;0.0
2025-10-28T19:00;10;100;0.0;0.0
2025-10-28T20:00;10;100;0.0;0.0
2025-10-28T21:00;10;100;0.0;0.0
2025-10-28T22:00;10;100;0.0;0.0
2025-10-28T23:00;10;99;0.0;0.0
