datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-03-25T00:00;10;100;0.0;0.0
2026-03-25T01:00;10;100;0.0;0.0
2026-03-25T02:00;10;100;0.0;0.0
2026-03-25T03:00;10;100;0.0;0.0
2026-03-25T04:00;10;100;0.0;0.0
2026-03-25T05:00;10;100;0.0;0.0
2026-03-25T06:00;10;100;0.0;0.0
2026-03-25T07:00;30;70;37.2;0.139
2026-03-25T08:00;10;96;158.8;0.888
2026-03-25T09:00;30;67;305.2;2.166
2026-03-25T10:00;10;100;387.8;3.152
2026-03-25T11:00;10;100;335.5;2.891
2026-03-25T12:00;10;100;408.2;3.483
2026-03-25T13:00;10;100;350.2;2.759
2026-03-25T14:00;10;100;182.8;1.225
2026-03-25T15:00;10;100;120.0;0.609
2026-03-25T16:00;10;93;98.2;0.307
2026-03-25T17:00;10;100;91.2;0.089
2026-03-25T18:00;10;100;39.8;0.0
2026-03-25T19:00;10;100;1.0;0.0
2026-03-25T20:00;10;100;0.0;0.0
2026-03-25T21:00;10;100;0.0;0.0
2026-03-25T22:00;10;100;0.0;0.0
2026-03-25T23:00;10;100;0.0;0.0
