datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-03-20T00:00;60;37;0.0;0.0
2026-03-20T01:00;100;0;0.0;0.0
2026-03-20T02:00;100;0;0.0;0.0
2026-03-20T03:00;100;0;0.0;0.0
2026-03-20T04:00;100;1;0.0;0.0
2026-03-20T05:00;100;0;0.0;0.0
2026-03-20T06:00;100;0;0.0;0.0
2026-03-20T07:00;100;0;28.0;0.098
2026-03-20T08:00;30;66;146.2;0.786
2026-03-20T09:00;10;86;237.5;1.635
2026-03-20T10:00;10;93;290.5;2.304
2026-03-20T11:00;10;96;334.8;2.824
2026-03-20T12:00;10;86;440.0;3.68
2026-03-20T13:00;10;95;392.2;3.029
2026-03-20T14:00;10;97;366.0;2.399
2026-03-20T15:00;10;92;302.8;1.497
2026-03-20T16:00;10;99;196.5;0.588
2026-03-20T17:00;10;81;127.8;0.108
2026-03-20T18:00;10;99;44.2;0.0
2026-03-20T19:00;10;92;0.2;0.0
2026-03-20T20:00;10;95;0.0;0.0
2026-03-20T21:00;10;100;0.0;0.0
2026-03-20T22:00;10;100;0.0;0.0
2026-03-20T23:00;10;100;0.0;0.0
