datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-11-19T00:00;100;0;0.0;0.0
2025-11-19T01:00;100;0;0.0;0.0
2025-11-19T02:00;60;38;0.0;0.0
2025-11-19T03:00;10;81;0.0;0.0
2025-11-19T04:00;10;88;0.0;0.0
2025-11-19T05:00;10;81;0.0;0.0
2025-11-19T06:00;30;75;0.0;0.0
2025-11-19T07:00;60;27;0.0;0.0
2025-11-19T08:00;60;37;11.8;0.046
2025-11-19T09:00;30;52;92.8;0.478
2025-11-19T10:00;60;29;198.0;1.178
2025-11-19T11:00;100;9;285.0;1.773
2025-11-19T12:00;100;0;322.5;1.92
2025-11-19T13:00;100;0;314.2;1.621
2025-11-19T14:00;100;0;258.5;1.007
2025-11-19T15:00;30;52;163.0;0.367
2025-11-19T16:00;10;100;48.8;0.018
2025-11-19T17:00;10;100;0.5;0.0
2025-11-19T18:00;10;100;0.0;0.0
2025-11-19T19:00;10;100;0.0;0.0
2025-11-19T20:00;10;100;0.0;0.0
2025-11-19T21:00;10;100;0.0;0.0
2025-11-19T22:00;10;100;0.0;0.0
2025-11-19T23:00;10;100;0.0;0.0
