datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-07-09T00:00;60;34;0.0;0.0
2026-07-09T01:00;10;100;0.0;0.0
2026-07-09T02:00;60;28;0.0;0.0
2026-07-09T03:00;60;38;0.0;0.0
2026-07-09T04:00;60;41;0.0;0.0
2026-07-09T05:00;30;61;0.0;0.0
2026-07-09T06:00;60;36;23.0;0.031
2026-07-09T07:00;60;28;120.0;0.405
2026-07-09T08:00;100;0;277.0;1.475
2026-07-09T09:00;100;13;442.0;3.116
2026-07-09T10:00;100;0;599.0;5.052
2026-07-09T11:00;100;0;734.0;6.886
2026-07-09T12:00;100;0;837.0;8.225
2026-07-09T13:00;100;0;892.0;8.689
2026-07-09T14:00;100;0;898.0;8.197
2026-07-09T15:00;100;3;853.0;6.85
2026-07-09T16:00;100;0;766.0;4.997
2026-07-09T17:00;100;0;643.0;3.028
2026-07-09T18:00;100;0;487.0;1.321
2026-07-09T19:00;100;0;325.0;0.218
2026-07-09T20:00;100;0;166.0;0.0
2026-07-09T21:00;100;0;42.0;0.0
2026-07-09T22:00;100;0;0.0;0.0
2026-07-09T23:00;100;0;0.0;0.0
