datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-14T00:00;100;2;0.0;0.0
2025-08-14T01:00;100;17;0.0;0.0
2025-08-14T02:00;100;0;0.0;0.0
2025-08-14T03:00;100;0;0.0;0.0
2025-08-14T04:00;100;0;0.0;0.0
2025-08-14T05:00;100;0;0.0;0.0
2025-08-14T06:00;100;0;0.2;0.0
2025-08-14T07:00;100;0;46.2;0.127
2025-08-14T08:00;100;0;168.2;0.806
2025-08-14T09:00;100;0;323.5;2.134
2025-08-14T10:00;100;0;481.2;3.871
2025-08-14T11:00;100;0;617.2;5.574
2025-08-14T12:00;100;0;720.0;6.834
2025-08-14T13:00;100;0;775.5;7.286
2025-08-14T14:00;100;0;781.0;6.831
2025-08-14T15:00;100;0;741.2;5.627
2025-08-14T16:00;100;0;654.8;3.933
2025-08-14T17:00;100;0;529.5;2.172
2025-08-14T18:00;100;0;380.2;0.763
2025-08-14T19:00;100;0;220.5;0.0
2025-08-14T20:00;100;0;75.0;0.0
2025-08-14T21:00;60;26;3.0;0.0
2025-08-14T22:00;10;91;0.0;0.0
2025-08-14T23:00;100;0;0.0;0.0
