datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-07-10T00:00;100;0;0.0;0.0
2026-07-10T01:00;100;16;0.0;0.0
2026-07-10T02:00;60;46;0.0;0.0
2026-07-10T03:00;60;34;0.0;0.0
2026-07-10T04:00;30;70;0.0;0.0
2026-07-10T05:00;60;30;0.0;0.0
2026-07-10T06:00;60;33;23.0;0.03
2026-07-10T07:00;100;4;119.0;0.4
2026-07-10T08:00;60;43;259.0;1.376
2026-07-10T09:00;60;38;420.0;2.957
2026-07-10T10:00;100;0;561.0;4.727
2026-07-10T11:00;60;20;704.0;6.6
2026-07-10T12:00;60;48;792.0;7.78
2026-07-10T13:00;60;20;855.0;8.326
2026-07-10T14:00;100;16;877.0;8.003
2026-07-10T15:00;100;0;836.0;6.712
2026-07-10T16:00;100;0;730.0;4.76
2026-07-10T17:00;100;10;624.0;2.937
2026-07-10T18:00;60;27;451.0;1.221
2026-07-10T19:00;30;60;303.0;0.201
2026-07-10T20:00;60;20;148.0;0.0
2026-07-10T21:00;100;0;40.0;0.0
2026-07-10T22:00;100;0;0.0;0.0
2026-07-10T23:00;100;0;0.0;0.0
