datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-10-30T00:00;10;100;0.0;0.0
2025-10-30T01:00;10;100;0.0;0.0
2025-10-30T02:00;10;100;0.0;0.0
2025-10-30T03:00;10;93;0.0;0.0
2025-10-30T04:00;10;94;0.0;0.0
2025-10-30T05:00;10;100;0.0;0.0
2025-10-30T06:00;10;100;0.0;0.0
2025-10-30T07:00;10;100;0.5;0.001
2025-10-30T08:00;10;100;14.5;0.067
2025-10-30T09:00;10;100;48.2;0.284
2025-10-30T10:00;10;81;57.0;0.382
2025-10-30T11:00;10;91;297.5;2.07
2025-10-30T12:00;30;67;192.8;1.285
2025-10-30T13:00;60;42;399.5;2.329
2025-10-30T14:00;100;0;344.8;1.556
2025-10-30T15:00;100;0;247.0;0.692
2025-10-30T16:00;30;75;123.5;0.102
2025-10-30T17:00;100;0;16.5;0.0
2025-10-30T18:00;100;0;0.0;0.0
2025-10-30T19:00;60;24;0.0;0.0
2025-10-30T20:00;100;0;0.0;0.0
2025-10-30T21:00;100;0;0.0;0.0
2025-10-30T22:00;30;76;0.0;0.0
2025-10-30T23:00;60;20;0.0;0.0
