datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-01-15T00:00;10;99;0.0;0.0
2026-01-15T01:00;10;94;0.0;0.0
2026-01-15T02:00;10;90;0.0;0.0
2026-01-15T03:00;10;100;0.0;0.0
2026-01-15T04:00;10;100;0.0;0.0
2026-01-15T05:00;10;100;0.0;0.0
2026-01-15T06:00;10;100;0.0;0.0
2026-01-15T07:00;10;100;0.0;0.0
2026-01-15T08:00;10;100;0.0;0.0
2026-01-15T09:00;10;100;10.2;0.046
2026-01-15T10:00;10;100;43.0;0.236
2026-01-15T11:00;10;100;114.0;0.68
2026-01-15T12:00;10;100;133.8;0.792
2026-01-15T13:00;10;100;157.8;0.842
2026-01-15T14:00;10;100;120.0;0.512
2026-01-15T15:00;10;96;42.0;0.117
2026-01-15T16:00;10;98;23.5;0.023
2026-01-15T17:00;30;59;1.8;0.0
2026-01-15T18:00;10;100;0.0;0.0
2026-01-15T19:00;10;100;0.0;0.0
2026-01-15T20:00;10;100;0.0;0.0
2026-01-15T21:00;10;100;0.0;0.0
2026-01-15T22:00;10;100;0.0;0.0
2026-01-15T23:00;10;100;0.0;0.0
