datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-07-13T00:00;100;0;0.0;0.0
2026-07-13T01:00;60;35;0.0;0.0
2026-07-13T02:00;100;0;0.0;0.0
2026-07-13T03:00;100;0;0.0;0.0
2026-07-13T04:00;100;0;0.0;0.0
2026-07-13T05:00;100;0;0.0;0.0
2026-07-13T06:00;100;0;19.0;0.024
2026-07-13T07:00;100;0;114.0;0.378
2026-07-13T08:00;100;0;255.0;1.345
2026-07-13T09:00;100;0;414.0;2.902
2026-07-13T10:00;100;0;569.0;4.781
2026-07-13T11:00;100;3;699.0;6.541
2026-07-13T12:00;60;38;797.0;7.818
2026-07-13T13:00;30;54;777.0;7.558
2026-07-13T14:00;100;0;832.0;7.585
2026-07-13T15:00;100;18;803.0;6.439
2026-07-13T16:00;30;61;702.0;4.57
2026-07-13T17:00;100;0;483.0;2.266
2026-07-13T18:00;100;6;422.0;1.134
2026-07-13T19:00;10;100;301.0;0.191
2026-07-13T20:00;100;0;147.0;0.0
2026-07-13T21:00;10;100;37.0;0.0
2026-07-13T22:00;100;2;0.0;0.0
2026-07-13T23:00;100;6;0.0;0.0
