datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-02-18T00:00;10;100;0.0;0.0
2026-02-18T01:00;10;93;0.0;0.0
2026-02-18T02:00;30;51;0.0;0.0
2026-02-18T03:00;30;75;0.0;0.0
2026-02-18T04:00;10;100;0.0;0.0
2026-02-18T05:00;10;100;0.0;0.0
2026-02-18T06:00;10;98;0.0;0.0
2026-02-18T07:00;10;100;0.0;0.0
2026-02-18T08:00;10;100;20.5;0.083
2026-02-18T09:00;10;88;114.0;0.633
2026-02-18T10:00;10;100;189.2;1.255
2026-02-18T11:00;10;95;177.2;1.273
2026-02-18T12:00;10;100;180.0;1.292
2026-02-18T13:00;10;92;219.0;1.447
2026-02-18T14:00;10;99;182.8;1.009
2026-02-18T15:00;10;81;95.5;0.38
2026-02-18T16:00;10;94;85.8;0.18
2026-02-18T17:00;10;95;31.8;0.001
2026-02-18T18:00;10;99;1.5;0.0
2026-02-18T19:00;10;97;0.0;0.0
2026-02-18T20:00;30;66;0.0;0.0
2026-02-18T21:00;10;94;0.0;0.0
2026-02-18T22:00;10;91;0.0;0.0
2026-02-18T23:00;10;83;0.0;0.0
