datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-05-13T00:00;60;35;0.0;0.0
2026-05-13T01:00;60;45;0.0;0.0
2026-05-13T02:00;30;74;0.0;0.0
2026-05-13T03:00;60;44;0.0;0.0
2026-05-13T04:00;60;42;0.0;0.0
2026-05-13T05:00;10;85;0.0;0.0
2026-05-13T06:00;10;89;9.0;0.012
2026-05-13T07:00;10;87;73.0;0.246
2026-05-13T08:00;30;56;150.0;0.802
2026-05-13T09:00;30;50;372.0;2.632
2026-05-13T10:00;10;98;342.0;2.885
2026-05-13T11:00;10;86;468.0;4.368
2026-05-13T12:00;10;97;510.0;4.953
2026-05-13T13:00;10;98;534.0;5.095
2026-05-13T14:00;10;92;507.0;4.48
2026-05-13T15:00;10;95;422.0;3.226
2026-05-13T16:00;10;100;291.0;1.759
2026-05-13T17:00;10;100;285.0;1.183
2026-05-13T18:00;10;100;265.0;0.554
2026-05-13T19:00;10;98;138.0;0.0
2026-05-13T20:00;10;98;60.0;0.0
2026-05-13T21:00;10;96;6.0;0.0
2026-05-13T22:00;10;98;0.0;0.0
2026-05-13T23:00;10;100;0.0;0.0
