datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2026-06-01T00:00;10;100;0.0;0.0
2026-06-01T01:00;10;100;0.0;0.0
2026-06-01T02:00;10;100;0.0;0.0
2026-06-01T03:00;10;100;0.0;0.0
2026-06-01T04:00;10;100;0.0;0.0
2026-06-01T05:00;10;97;0.0;0.0
2026-06-01T06:00;10;100;6.0;0.009
2026-06-01T07:00;10;100;12.0;0.043
2026-06-01T08:00;10;100;25.0;0.138
2026-06-01T09:00;10;100;98.0;0.708
2026-06-01T10:00;10;100;202.0;1.73
2026-06-01T11:00;10;100;329.0;3.111
2026-06-01T12:00;10;96;484.0;4.762
2026-06-01T13:00;10;99;628.0;6.083
2026-06-01T14:00;10;100;499.0;4.496
2026-06-01T15:00;10;100;425.0;3.339
2026-06-01T16:00;10;96;344.0;2.168
2026-06-01T17:00;10;88;397.0;1.77
2026-06-01T18:00;60;26;328.0;0.802
2026-06-01T19:00;100;3;252.0;0.102
2026-06-01T20:00;100;0;134.0;0.0
2026-06-01T21:00;100;0;28.0;0.0
2026-06-01T22:00;100;0;0.0;0.0
2026-06-01T23:00;100;0;0.0;0.0
