datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-09-09T00:00;10;82;0.0;0.0
2025-09-09T01:00;100;0;0.0;0.0
2025-09-09T02:00;100;0;0.0;0.0
2025-09-09T03:00;100;0;0.0;0.0
2025-09-09T04:00;100;0;0.0;0.0
2025-09-09T05:00;100;0;0.0;0.0
2025-09-09T06:00;100;0;0.0;0.0
2025-09-09T07:00;60;23;7.8;0.018
2025-09-09T08:00;100;0;93.0;0.401
2025-09-09T09:00;100;0;237.0;1.451
2025-09-09T10:00;100;0;388.2;2.933
2025-09-09T11:00;60;29;508.8;4.328
2025-09-09T12:00;60;40;603.0;5.373
2025-09-09T13:00;10;100;627.5;5.484
2025-09-09T14:00;10;100;635.5;5.087
2025-09-09T15:00;10;100;501.8;3.391
2025-09-09T16:00;10;100;409.2;2.08
2025-09-09T17:00;10;100;378.5;1.171
2025-09-09T18:00;10;100;185.0;0.172
2025-09-09T19:00;10;100;75.5;0.0
2025-09-09T20:00;10;100;4.8;0.0
2025-09-09T21:00;10;100;0.0;0.0
2025-09-09T22:00;10;100;0.0;0.0
2025-09-09T23:00;10;100;0.0;0.0
