datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-07-29T00:00;10;100;0.0;0.0
2025-07-29T01:00;10;100;0.0;0.0
2025-07-29T02:00;30;70;0.0;0.0
2025-07-29T03:00;10;88;0.0;0.0
2025-07-29T04:00;10;100;0.0;0.0
2025-07-29T05:00;10;100;0.0;0.0
2025-07-29T06:00;10;100;3.8;0.004
2025-07-29T07:00;10;100;35.0;0.107
2025-07-29T08:00;10;100;96.0;0.485
2025-07-29T09:00;10;100;196.8;1.342
2025-07-29T10:00;10;100;95.5;0.788
2025-07-29T11:00;10;100;186.5;1.721
2025-07-29T12:00;10;100;135.8;1.316
2025-07-29T13:00;10;100;240.2;2.31
2025-07-29T14:00;10;100;304.2;2.738
2025-07-29T15:00;10;90;503.8;3.972
2025-07-29T16:00;10;100;524.8;3.331
2025-07-29T17:00;60;23;377.2;1.695
2025-07-29T18:00;100;0;364.8;0.894
2025-07-29T19:00;60;30;275.5;0.098
2025-07-29T20:00;30;72;95.2;0.0
2025-07-29T21:00;30;67;15.8;0.0
2025-07-29T22:00;30;76;0.0;0.0
2025-07-29T23:00;10;90;0.0;0.0
