datetime;sun_pct;cloudcover_pct;shortwave_wm2;pv_estimate_kwh
2025-08-23T00:00;10;98;0.0;0.0
2025-08-23T01:00;10;100;0.0;0.0
2025-08-23T02:00;10;100;0.0;0.0
2025-08-23T03:00;10;100;0.0;0.0
2025-08-23T04:00;10;100;0.0;0.0
2025-08-23T05:00;10;97;0.0;0.0
2025-08-23T06:00;10;100;0.0;0.0
2025-08-23T07:00;10;100;20.5;0.053
2025-08-23T08:00;10;100;73.8;0.342
2025-08-23T09:00;10;100;85.2;0.55
2025-08-23T10:00;10;100;185.2;1.463
2025-08-23T11:00;10;89;321.2;2.853
2025-08-23T12:00;30;68;496.8;4.635
2025-08-23T13:00;10;100;490.2;4.516
2025-08-23T14:00;10;100;249.0;2.126
2025-08-23T15:00;10;100;193.2;1.42
2025-08-23T16:00;10;100;252.0;1.445
2025-08-23T17:00;30;61;136.0;0.517
2025-08-23T18:00;10;92;138.5;0.232
2025-08-23T19:00;10;98;49.5;0.0
2025-08-23T20:00;10;100;27.2;0.0
2025-08-23T21:00;10;94;0.0;0.0
2025-08-23T22:00;60;47;0.0;0.0
2025-08-23T23:00;100;0;0.0;0.0
