00:00;111,58
00:15;108,13
00:30;102,38
00:45;98,44
01:00;103,79
01:15;99,27
01:30;98,91
01:45;98,45
02:00;98,43
02:15;100,00
02:30;99,45
02:45;97,39
03:00;95,51
03:15;97,89
03:30;98,99
03:45;100,39
04:00;96,19
04:15;97,98
04:30;101,27
04:45;104,89
05:00;99,05
05:15;102,02
05:30;113,58
05:45;128,45
06:00;125,71
06:15;138,00
06:30;143,83
06:45;157,30
07:00;152,61
07:15;151,58
07:30;145,33
07:45;135,60
08:00;160,14
08:15;142,23
08:30;131,10
08:45;103,08
09:00;125,02
09:15;109,99
09:30;104,48
09:45;102,45
10:00;121,31
10:15;108,91
10:30;93,20
10:45;72,76
11:00;101,25
11:15;90,02
11:30;72,34
11:45;56,38
12:00;85,35
12:15;66,46
12:30;56,88
12:45;46,84
13:00;61,10
13:15;53,41
13:30;44,80
13:45;36,22
14:00;39,22
14:15;53,40
14:30;64,68
14:45;73,26
15:00;56,38
15:15;68,58
15:30;81,04
15:45;96,73
16:00;70,01
16:15;92,42
16:30;107,58
16:45;114,56
17:00;104,26
17:15;110,24
17:30;118,37
17:45;126,94
18:00;108,33
18:15;129,07
18:30;139,00
18:45;158,21
19:00;133,49
19:15;148,99
19:30;168,97
19:45;196,14
20:00;184,79
20:15;186,56
20:30;177,95
20:45;168,48
21:00;170,98
21:15;158,28
21:30;138,62
21:45;132,87
22:00;149,73
22:15;142,25
22:30;135,46
22:45;126,00
23:00;136,13
23:15;129,43
23:30;126,44
23:45;120,60
