00:00;101,68
00:15;99,95
00:30;100,48
00:45;101,00
01:00;103,38
01:15;102,12
01:30;96,39
01:45;99,20
02:00;102,65
02:15;99,67
02:30;98,27
02:45;97,96
03:00;98,90
03:15;100,00
03:30;98,40
03:45;96,96
04:00;98,44
04:15;96,97
04:30;100,17
04:45;104,97
05:00;94,48
05:15;103,53
05:30;104,57
05:45;111,29
06:00;112,72
06:15;119,31
06:30;122,23
06:45;131,68
07:00;140,66
07:15;157,74
07:30;158,12
07:45;165,13
08:00;145,85
08:15;157,49
08:30;165,65
08:45;165,68
09:00;172,15
09:15;187,00
09:30;172,36
09:45;168,50
10:00;190,65
10:15;183,83
10:30;171,24
10:45;164,79
11:00;155,44
11:15;147,17
11:30;131,17
11:45;126,17
12:00;130,39
12:15;128,06
12:30;124,91
12:45;124,57
13:00;133,19
13:15;134,38
13:30;135,18
13:45;134,12
14:00;156,05
14:15;157,89
14:30;146,81
14:45;139,25
15:00;142,95
15:15;138,43
15:30;144,91
15:45;143,49
16:00;134,59
16:15;147,54
16:30;144,08
16:45;149,78
17:00;140,60
17:15;144,64
17:30;145,47
17:45;145,42
18:00;141,43
18:15;138,23
18:30;138,00
18:45;136,39
19:00;138,29
19:15;133,59
19:30;129,60
19:45;124,98
20:00;129,25
20:15;125,25
20:30;117,64
20:45;108,47
21:00;114,96
21:15;108,07
21:30;99,19
21:45;94,17
22:00;110,12
22:15;107,79
22:30;93,71
22:45;87,94
23:00;98,44
23:15;90,03
23:30;85,09
23:45;79,76
