00:00;151,94
00:15;145,27
00:30;138,01
00:45;130,97
01:00;141,00
01:15;133,58
01:30;131,51
01:45;128,77
02:00;129,02
02:15;128,04
02:30;127,38
02:45;126,00
03:00;126,09
03:15;125,96
03:30;124,61
03:45;125,09
04:00;122,29
04:15;124,45
04:30;127,44
04:45;131,00
05:00;122,95
05:15;131,66
05:30;135,00
05:45;141,30
06:00;140,61
06:15;151,57
06:30;151,16
06:45;146,69
07:00;162,50
07:15;151,33
07:30;143,06
07:45;131,56
08:00;154,08
08:15;141,20
08:30;136,14
08:45;124,92
09:00;133,17
09:15;119,67
09:30;105,18
09:45;101,66
10:00;104,15
10:15;96,35
10:30;93,46
10:45;81,26
11:00;86,90
11:15;86,15
11:30;78,80
11:45;72,68
12:00;76,77
12:15;64,34
12:30;57,75
12:45;50,67
13:00;54,95
13:15;48,05
13:30;36,20
13:45;23,68
14:00;32,33
14:15;34,70
14:30;38,83
14:45;42,14
15:00;37,00
15:15;44,39
15:30;57,85
15:45;72,38
16:00;60,60
16:15;75,62
16:30;85,64
16:45;97,58
17:00;84,86
17:15;103,37
17:30;115,24
17:45;128,53
18:00;116,38
18:15;124,87
18:30;135,78
18:45;147,82
19:00;141,82
19:15;150,89
19:30;169,13
19:45;200,92
20:00;183,28
20:15;195,91
20:30;218,01
20:45;227,05
21:00;223,34
21:15;217,47
21:30;202,75
21:45;188,85
22:00;204,97
22:15;185,98
22:30;174,80
22:45;164,71
23:00;171,86
23:15;163,78
23:30;155,93
23:45;156,19
