1;69,27
2;68,67
3;68,58
4;70,01
5;71,02
6;84,43
7;117,50
8;152,77
9;125,47
10;85,45
11;61,22
12;39,44
13;31,11
14;19,09
15;17,03
16;28,63
17;68,17
18;68,49
19;105,00
20;141,27
21;127,01
22;103,68
23;85,81
24;73,64
