1;102,04
2;95,83
3;93,80
4;94,79
5;92,60
6;102,04
7;131,25
8;178,53
9;159,37
10;109,28
11;87,69
12;73,78
13;61,16
14;25,46
15;28,64
16;41,86
17;77,51
18;87,79
19;126,85
20;161,74
21;140,40
22;113,10
23;96,67
24;80,29
