1;111,25
2;107,14
3;101,80
4;98,77
5;101,77
6;119,72
7;141,87
8;164,45
9;162,19
10;135,43
11;111,32
12;108,50
13;102,79
14;104,17
15;111,10
16;119,70
17;132,69
18;155,06
19;213,73
20;193,29
21;161,93
22;138,95
23;125,58
24;115,16
