1;112,15
2;103,14
3;96,00
4;89,90
5;86,90
6;90,55
7;97,01
8;99,42
9;99,53
10;87,37
11;71,14
12;60,17
13;57,02
14;48,00
15;54,51
16;71,59
17;84,65
18;128,13
19;139,58
20;132,96
21;121,46
22;108,50
23;105,02
24;95,25
