1;108,13
2;99,46
3;93,88
4;92,48
5;96,34
6;105,97
7;133,09
8;160,65
9;160,00
10;150,00
11;126,40
12;113,26
13;111,86
14;108,18
15;109,09
16;110,18
17;121,78
18;142,65
19;166,05
20;173,47
21;149,00
22;135,69
23;118,45
24;108,91
