1;102,54
2;102,02
3;100,38
4;103,72
5;103,19
6;108,48
7;137,76
8;142,87
9;138,87
10;114,85
11;109,00
12;103,71
13;93,50
14;94,53
15;100,01
16;100,01
17;110,80
18;143,56
19;174,98
20;172,26
21;148,60
22;122,35
23;116,87
24;102,05
