1;108,77
2;105,01
3;103,52
4;102,61
5;107,33
6;124,46
7;160,27
8;148,08
9;108,95
10;45,90
11;34,23
12;2,48
13;1,42
14;2,18
15;5,60
16;66,88
17;112,16
18;156,99
19;250,73
20;220,41
21;176,68
22;141,18
23;126,84
24;112,23
