1;119,77
2;104,88
3;101,26
4;102,34
5;106,05
6;122,29
7;148,32
8;142,04
9;100,27
10;79,23
11;38,56
12;3,42
13;0,43
14;0,65
15;16,83
16;80,13
17;121,72
18;157,59
19;278,23
20;250,30
21;161,79
22;138,78
23;128,17
24;120,61
