1;92,20
2;89,99
3;92,64
4;89,77
5;96,35
6;112,01
7;140,16
8;136,68
9;106,52
10;74,26
11;32,93
12;2,24
13;3,38
14;4,28
15;8,44
16;63,68
17;98,36
18;143,47
19;171,92
20;167,11
21;143,45
22;123,77
23;117,17
24;103,62
