1;104,93
2;99,04
3;97,80
4;98,85
5;97,43
6;105,11
7;130,60
8;140,15
9;123,50
10;89,92
11;78,92
12;45,58
13;32,04
14;14,80
15;46,30
16;77,86
17;96,71
18;130,06
19;160,00
20;171,79
21;141,87
22;124,68
23;113,35
24;100,96
