1;125,69
2;115,29
3;119,78
4;118,39
5;120,23
6;122,85
7;129,31
8;121,40
9;98,04
10;72,54
11;18,05
12;2,14
13;0,12
14;-0,05
15;0,07
16;57,70
17;104,01
18;149,25
19;176,09
20;136,59
21;111,41
22;101,02
23;95,60
24;97,78
